EmployeeID,Date,InTime,OutTime,Status
E0030,2024-07-08,09:10,18:15,Present
E0030,2024-07-09,09:15,19:00,Wfh
E0030,2024-07-10,,,Leave
E0030,2024-07-11,09:30,19:00,Present
E0030,2024-07-12,09:30,18:10,Present
E0030,2024-07-15,10:00,18:15,Present
E0030,2024-07-16,09:15,18:15,Wfh
E0030,2024-07-17,09:00,19:00,Present
E0030,2024-07-18,09:15,18:10,Present
E0030,2024-07-19,09:10,18:00,Present
E0030,2024-07-22,09:10,18:10,Present
E0030,2024-07-23,,,Leave
E0030,2024-07-24,09:00,18:30,Present
E0030,2024-07-25,09:00,18:15,Present
E0030,2024-07-26,09:30,18:30,Present
E0030,2024-07-29,09:15,18:00,Wfh
E0030,2024-07-30,09:00,18:00,Present
E0030,2024-07-31,09:00,18:00,Present
E0031,2024-07-01,09:00,18:30,Present
E0031,2024-07-02,09:15,18:00,Present
E0031,2024-07-03,,,Leave
E0031,2024-07-04,,,Absent
E0031,2024-07-05,09:10,19:00,Present
E0031,2024-07-08,09:00,18:15,Present
E0031,2024-07-09,09:10,19:00,Present
E0031,2024-07-10,,,Absent
E0031,2024-07-11,09:00,19:00,Present
E0031,2024-07-12,,,Leave
E0031,2024-07-15,09:10,18:00,Wfh
E0031,2024-07-16,09:00,18:15,Present
E0031,2024-07-17,09:30,18:30,Present
E0031,2024-07-18,09:15,18:30,Present
E0031,2024-07-19,09:10,18:30,Present
E0031,2024-07-22,09:15,19:00,Present
E0031,2024-07-23,09:00,18:00,Wfh
E0031,2024-07-24,09:30,18:10,Present
E0031,2024-07-25,,,Leave
E0031,2024-07-26,,,Leave
E0031,2024-07-29,10:00,18:00,Wfh
E0031,2024-07-30,,,Leave
E0031,2024-07-31,09:15,18:00,Present
E0032,2024-07-01,,,Leave
E0032,2024-07-02,10:00,19:00,Present
E0032,2024-07-03,09:30,18:00,Present
E0032,2024-07-04,09:15,18:10,Present
E0032,2024-07-05,10:00,19:00,Present
E0032,2024-07-08,,,Leave
E0032,2024-07-09,,,Leave
E0032,2024-07-10,,,Leave
E0032,2024-07-11,10:00,18:10,Present
E0032,2024-07-12,09:15,18:00,Present
E0032,2024-07-15,09:30,19:00,Wfh
E0032,2024-07-16,,,Leave
E0032,2024-07-17,09:30,18:10,Present
E0032,2024-07-18,10:00,18:30,Present
E0032,2024-07-19,10:00,18:30,Present
E0032,2024-07-22,09:00,18:30,Wfh
E0032,2024-07-23,09:15,18:30,Wfh
E0032,2024-07-24,10:00,18:10,Wfh
E0032,2024-07-25,,,Absent
E0032,2024-07-26,09:00,18:00,Present
E0032,2024-07-29,,,Leave
E0032,2024-07-30,09:30,18:00,Present
E0032,2024-07-31,09:30,19:00,Present
E0033,2024-07-01,,,Absent
E0033,2024-07-02,,,Leave
E0033,2024-07-03,09:00,18:00,Present
E0033,2024-07-04,,,Leave
E0033,2024-07-05,09:00,18:10,Present
E0033,2024-07-08,09:15,18:10,Present
E0033,2024-07-09,,,Absent
E0033,2024-07-10,09:00,18:30,Present
E0033,2024-07-11,09:15,18:30,Wfh
E0033,2024-07-12,,,Absent
E0033,2024-07-15,,,Absent
E0033,2024-07-16,09:00,18:30,Present
E0033,2024-07-17,,,Leave
E0033,2024-07-18,,,Leave
E0033,2024-07-19,09:00,18:15,Wfh
E0033,2024-07-22,09:15,18:00,Present
E0033,2024-07-23,,,Leave
E0033,2024-07-24,09:15,18:30,Present
E0033,2024-07-25,,,Absent
E0033,2024-07-26,09:30,19:00,Present
E0033,2024-07-29,,,Leave
E0033,2024-07-30,,,Absent
E0033,2024-07-31,09:30,18:00,Wfh
E0034,2024-07-01,,,Leave
E0034,2024-07-02,,,Absent
E0034,2024-07-03,09:15,18:00,Present
E0034,2024-07-04,09:00,19:00,Present
E0034,2024-07-05,,,Absent
E0034,2024-07-08,09:00,19:00,Wfh
E0034,2024-07-09,,,Leave
E0034,2024-07-10,,,Absent
E0034,2024-07-11,09:10,18:30,Present
E0034,2024-07-12,09:30,19:00,Present
E0034,2024-07-15,09:10,19:00,Present
E0034,2024-07-16,10:00,18:00,Present
E0034,2024-07-17,10:00,18:00,Wfh
E0034,2024-07-18,09:00,18:15,Present
E0034,2024-07-19,09:15,18:15,Present
E0034,2024-07-22,,,Leave
E0034,2024-07-23,10:00,18:00,Wfh
E0034,2024-07-24,10:00,18:30,Present
E0034,2024-07-25,09:30,18:30,Present
E0034,2024-07-26,09:15,18:15,Present
E0034,2024-07-29,10:00,18:15,Present
E0034,2024-07-30,09:30,18:00,Present
E0034,2024-07-31,09:00,18:15,Wfh
E0035,2024-07-01,09:30,19:00,Present
E0035,2024-07-02,,,Leave
E0035,2024-07-03,09:10,18:15,Present
E0035,2024-07-04,10:00,18:00,Present
E0035,2024-07-05,09:15,18:00,Present
E0035,2024-07-08,,,Leave
E0035,2024-07-09,09:00,18:00,Present
E0035,2024-07-10,,,Absent
E0035,2024-07-11,,,Leave
E0035,2024-07-12,09:00,18:30,Present
E0035,2024-07-15,09:00,18:00,Wfh
E0035,2024-07-16,09:10,18:15,Present
E0035,2024-07-17,09:15,18:10,Present
E0035,2024-07-18,09:00,18:15,Wfh
E0035,2024-07-19,09:15,19:00,Present
E0035,2024-07-22,09:00,18:00,Present
E0035,2024-07-23,10:00,18:10,Present
E0035,2024-07-24,,,Leave
E0035,2024-07-25,09:00,18:00,Present
E0035,2024-07-26,09:00,18:15,Present
E0035,2024-07-29,09:00,18:00,Wfh
E0035,2024-07-30,09:10,18:00,Wfh
E0035,2024-07-31,09:15,19:00,Present
E0036,2024-07-01,09:00,18:00,Present
E0036,2024-07-02,,,Absent
E0036,2024-07-03,09:10,18:00,Present
E0036,2024-07-04,09:15,18:10,Wfh
E0036,2024-07-05,,,Absent
E0036,2024-07-08,09:00,18:00,Present
E0036,2024-07-09,,,Leave
E0036,2024-07-10,10:00,18:15,Present
E0036,2024-07-11,,,Leave
E0036,2024-07-12,10:00,18:00,Wfh
E0036,2024-07-15,09:10,19:00,Wfh
E0036,2024-07-16,09:15,18:30,Present
E0036,2024-07-17,09:15,18:00,Present
E0036,2024-07-18,09:00,18:15,Present
E0036,2024-07-19,09:15,18:10,Present
E0036,2024-07-22,,,Leave
E0036 ,2024-07-23,,,Absent
E0036,2024-07-24,,,Leave
E0036,2024-07-25,,,Leave
E0036,2024-07-26,10:00,18:15,Present
E0036,2024-07-29,09:00,19:00,Present
E0036,2024-07-30,,,Leave
E0036,2024-07-31,,,Leave
E0037,2024-07-01,10:00,18:00,Present
E0037,2024-07-02,09:15,18:00,Wfh
E0037,2024-07-03,,,Absent
E0037,2024-07-04,09:15,18:00,Present
E0037,2024-07-05,09:30,18:00,Present
E0037,2024-07-08,09:00,19:00,Present
E0037,2024-07-09,09:00,18:00,Wfh
E0037,2024-07-10,09:00,18:10,Present
E0037,2024-07-11,09:15,18:10,Present
E0037,2024-07-12,09:30,18:00,Present
E0037,2024-07-15,,,Leave
E0037,2024-07-16,,,Absent
E0037,2024-07-17,09:15,18:15,Present
E0037,2024-07-18,09:10,18:00,Present
E0037,2024-07-19,09:00,19:00,Wfh
E0037,2024-07-22,,,Leave
E0037,2024-07-23,10:00,18:15,Present
E0037,2024-07-24,09:10,18:00,Present
E0037,2024-07-25,09:10,18:10,Present
E0037,2024-07-26,09:10,18:30,Wfh
E0037,2024-07-29,09:15,19:00,Present
E0037,2024-07-30,09:00,18:00,Wfh
E0037,2024-07-31,,,Absent
E0038,2024-07-01,09:00,18:15,Present
E0038,2024-07-02,,,Leave
E0038,2024-07-03,10:00,18:15,Present
E0038,2024-07-04,,,Leave
E0038,2024-07-05,10:00,18:30,Present
E0038,2024-07-08,09:30,18:30,Present
E0038,2024-07-09,,,Leave
E0038,2024-07-10,09:30,18:00,Wfh
E0038,2024-07-11,09:10,18:00,Present
E0038,2024-07-12,09:00,18:00,Wfh
E0038,2024-07-15,09:10,18:10,Present
E0038,2024-07-16,,,Absent
E0038,2024-07-17,,,Absent
E0038,2024-07-18,,,Absent
E0038,2024-07-19,10:00,18:00,Present
E0038,2024-07-22,,,Absent
E0038,2024-07-23,09:10,18:10,Present
E0038,2024-07-24,09:00,18:00,Present
E0038,2024-07-25,09:30,18:10,Present
E0038,2024-07-26,,,Absent
E0038,2024-07-29,,,Absent
E0038,2024-07-30,09:30,18:00,Present
E0038,2024-07-31,,,Absent
E0039,2024-07-01,,,Leave
E0039,2024-07-02,09:00,18:00,Present
E0039,2024-07-03,09:15,18:10,Present
E0039 ,2024-07-04,09:15,18:10,Present
E0039,2024-07-05,,,Leave
E0039,2024-07-08,09:15,18:15,Present
E0039,2024-07-09,09:00,18:10,Wfh
E0039,2024-07-10,09:15,18:00,Present
E0039,2024-07-11,,,Leave
E0039,2024-07-12,09:10,18:00,Present
E0039,2024-07-15,09:00,18:00,Wfh
E0039,2024-07-16,,,Absent
E0039,2024-07-17,09:10,18:30,Present
E0039,2024-07-18,10:00,18:10,Present
E0039,2024-07-19,09:30,18:00,Present
E0039,2024-07-22,,,Absent
E0039,2024-07-23,,,Leave
E0039,2024-07-24,,,Absent
E0039,2024-07-25,,,Absent
E0039,2024-07-26,,,Present
E0039,2024-07-29,09:00,18:10,Present
E0039,2024-07-30,09:30,18:30,Present
E0039,2024-07-31,09:10,18:30,Present
E0040,2024-07-01,09:15,18:10,Present
E0040,2024-07-02,09:30,18:10,Present
E0040,2024-07-03,09:30,18:30,Wfh
E0040,2024-07-04,09:00,18:30,Wfh
E0040,2024-07-05,09:15,18:30,Present
E0040,2024-07-08,09:15,18:10,Wfh
E0040,2024-07-09,09:10,18:00,Present
E0040,2024-07-10,09:10,18:30,Present
E0040,2024-07-11,09:10,18:00,Present
E0040,2024-07-12,09:10,18:10,Wfh
E0040,2024-07-15,09:10,18:10,Present
E0040,2024-07-16,09:00,18:10,Present
E0040,2024-07-17,09:00,18:30,Present
E0040,2024-07-18,09:00,19:00,Present
E0040,2024-07-19,09:00,18:30,Present
E0040,2024-07-22,,,Leave
E0040,2024-07-23,10:00,18:30,Present
E0040,2024-07-24,,,Absent
E0040,2024-07-25,09:00,19:00,Present
E0040,2024-07-26,,,Absent
E0040,2024-07-29,09:10,18:30,Wfh
E0040,2024-07-30,,,Leave
E0040,2024-07-31,09:10,18:10,Wfh
E0041,2024-07-01,09:15,18:00,Present
E0041,2024-07-02,09:00,18:15,Wfh
E0041,2024-07-03,,,Absent
E0041,2024-07-04,09:00,18:15,Present
E0041,2024-07-05,09:15,18:10,Wfh
E0041,2024-07-08,09:00,18:00,Present
E0041,2024-07-09,,,Absent
E0041,2024-07-10,,,Leave
E0041,2024-07-11,,,Leave
E0041,2024-07-12,09:10,18:10,Present
E0041,2024-07-15,09:10,19:00,Present
E0041,2024-07-16,,,Absent
E0041,2024-07-17,09:10,18:10,Wfh
E0041,2024-07-18,,,Leave
E0041,2024-07-19,,,Leave
E0041,2024-07-22,09:15,19:00,Present
E0041,2024-07-23,,,Leave
E0041,2024-07-24,,,Absent
E0041,2024-07-25,09:15,18:15,Present
E0041,2024-07-26,09:00,18:15,Present
E0041,2024-07-29,10:00,18:00,Present
E0041,2024-07-30,09:00,18:15,Present
E0041,2024-07-31,10:00,18:00,Present
E0042,2024-07-01,09:10,18:00,Present
E0042,2024-07-02,09:00,18:00,Present
E0042,2024-07-03,09:15,18:00,Wfh
E0042,2024-07-04,10:00,18:10,Present
E0042 ,2024-07-05,09:15,18:00,Present
E0042,2024-07-08,09:30,18:30,Present
E0042,2024-07-09,09:00,18:30,Present
E0042,2024-07-10,,,Leave
E0042,2024-07-11,09:10,18:10,Present
E0042,2024-07-12,09:00,18:00,Present
E0042,2024-07-15,09:00,18:30,Present
E0042,2024-07-16,,,Absent
E0042,2024-07-17,,,Leave
E0042,2024-07-18,10:00,18:30,Present
E0042,2024-07-19,,,Present
E0042,2024-07-22,09:15,18:00,Present
E0042,2024-07-23,09:10,18:00,Wfh
E0042,2024-07-24,10:00,18:00,Present
E0042,2024-07-25,10:00,18:30,Present
E0042,2024-07-26,,,Leave
E0042,2024-07-29,09:00,18:15,Present
E0042,2024-07-30,09:00,18:00,Present
E0042,2024-07-31,,,Present
E0043,2024-07-01,,,Absent
E0043,2024-07-02,09:00,18:10,Present
E0043,2024-07-03,09:30,18:10,Present
E0043,2024-07-04,09:30,19:00,Wfh
E0043,2024-07-05,,,Absent
E0043,2024-07-08,,,Leave
E0043,2024-07-09,09:10,18:30,Present
E0043,2024-07-10,10:00,18:15,Present
E0043,2024-07-11,09:30,18:30,Present
E0043,2024-07-12,09:00,18:30,Present
E0043,2024-07-15,,,Absent
E0043,2024-07-16,10:00,19:00,Present
E0043,2024-07-17,09:10,18:00,Wfh
E0043,2024-07-18,09:10,19:00,Present
E0043,2024-07-19,09:10,18:30,Present
E0043,2024-07-22,,,Leave
E0043,2024-07-23,,,Absent
E0043,2024-07-24,09:00,18:10,Present
E0043,2024-07-25,,,Absent
E0043,2024-07-26,,,Leave
E0043,2024-07-29,09:30,18:00,Present
E0043,2024-07-30,,,Absent
E0043,2024-07-31,,,Leave
E0044,2024-07-01,09:15,18:00,Present
E0044,2024-07-02,09:00,18:00,Present
E0044,2024-07-03,09:00,18:10,Present
E0044,2024-07-04,10:00,18:10,Present
E0044,2024-07-05,10:00,18:30,Present
E0044,2024-07-08,09:10,18:30,Present
E0044,2024-07-09,,,Absent
E0044,2024-07-10,10:00,18:15,Present
E0044,2024-07-11,,,Absent
E0044,2024-07-12,09:00,18:10,Present
E0044,2024-07-15,10:00,18:00,Present
E0044,2024-07-16,,,Leave
E0044 ,2024-07-17,,,Leave
E0044,2024-07-18,,,Leave
E0044,2024-07-19,09:00,18:15,Present
E0044,2024-07-22,09:00,18:15,Wfh
E0044,2024-07-23,,,Absent
E0044,2024-07-24,,,Absent
E0044,2024-07-25,09:10,18:30,Present
E0044,2024-07-26,09:30,18:10,Wfh
E0044,2024-07-29,,,Leave
E0044,2024-07-30,09:30,19:00,Present
E0044,2024-07-31,09:15,18:00,Present
E0045,2024-07-01,09:30,19:00,Present
E0045,2024-07-02,09:00,19:00,Present
E0045,2024-07-03,09:10,18:15,Present
E0045,2024-07-04,,,Leave
E0045,2024-07-05,09:00,18:10,Present
E0045,2024-07-08,,,Leave
E0045,2024-07-09,09:15,19:00,Present
E0045,2024-07-10,10:00,18:00,Present
E0045,2024-07-11,09:15,19:00,Present
E0045,2024-07-12,09:30,19:00,Present
E0045,2024-07-15,,,Leave
E0045,2024-07-16,09:15,18:30,Wfh
E0045,2024-07-17,09:00,18:10,Present
E0045,2024-07-18,09:00,18:00,Present
E0045,2024-07-19,09:15,18:30,Wfh
E0045,2024-07-22,10:00,18:10,Present
E0045,2024-07-23,09:00,18:30,Present
E0045,2024-07-24,,,Absent
E0045,2024-07-25,,,Leave
E0045,2024-07-26,09:30,18:00,Present
E0045,2024-07-29,,,Leave
E0045,2024-07-30,09:30,18:15,Wfh
E0045,2024-07-31,10:00,18:30,Wfh
E0046,2024-07-01,09:00,19:00,Present
E0046,2024-07-02,09:30,18:10,Present
E0046,2024-07-03,,,Leave
E0046,2024-07-04,09:30,18:00,Present
E0046,2024-07-05,09:00,18:10,Present
E0046,2024-07-08,,,Absent
E0046,2024-07-09,,,Leave
E0046,2024-07-10,10:00,18:30,Wfh
E0046,2024-07-11,,,Absent
E0046 ,2024-07-12,09:10,18:10,Wfh
E0046,2024-07-15,,,Absent
E0046,2024-07-16,09:00,18:00,Wfh
E0046,2024-07-17,,,Leave
E0046,2024-07-18,09:30,18:10,Present
E0046,2024-07-19,09:00,18:00,Wfh
E0046,2024-07-22,,,Absent
E0046,2024-07-23,10:00,19:00,Present
E0046,2024-07-24,,,Absent
E0046,2024-07-25,,,Leave
E0046,2024-07-26,09:30,18:00,Present
E0046,2024-07-29,09:00,18:10,Wfh
E0046,2024-07-30,09:30,18:00,Present
E0046,2024-07-31,,,Absent
E0047,2024-07-01,09:10,18:15,Wfh
E0047,2024-07-02,09:15,19:00,Present
E0047,2024-07-03,09:00,18:00,Present
E0047,2024-07-04,10:00,19:00,Present
E0047,2024-07-05,,,Leave
E0047,2024-07-08,,,Absent
E0047,2024-07-09,,,Absent
E0047,2024-07-10,09:30,18:10,Present
E0047,2024-07-11,,,Absent
E0047,2024-07-12,09:00,18:00,Present
E0047,2024-07-15,,,Present
E0047,2024-07-16,09:00,18:00,Wfh
E0047,2024-07-17,09:00,18:15,Wfh
E0047,2024-07-18,,,Leave
E0047,2024-07-19,09:30,18:00,Present
E0047,2024-07-22,09:00,18:10,Present
E0047,2024-07-23,09:10,18:30,Present
E0047,2024-07-24,09:00,19:00,Present
E0047,2024-07-25,09:30,18:10,Present
E0047,2024-07-26,,,Absent
E0047,2024-07-29,09:00,18:30,Present
E0047,2024-07-30,,,Absent
E0047,2024-07-31,,,Absent
E0048,2024-07-01,10:00,18:00,Present
E0048,2024-07-02,10:00,19:00,Present
E0048,2024-07-03,,,Absent
E0048,2024-07-04,09:00,18:00,Present
E0048,2024-07-05,09:15,18:10,Present
E0048,2024-07-08,09:00,18:30,Present
E0048,2024-07-09,10:00,19:00,Present
E0048,2024-07-10,09:00,19:00,Wfh
E0048,2024-07-11,09:00,19:00,Present
E0048,2024-07-12,,,Leave
E0048,2024-07-15,,,Absent
E0048,2024-07-16,,,Absent
E0048,2024-07-17,10:00,18:30,Present
E0048,2024-07-18,09:00,18:00,Present
E0048,2024-07-19,10:00,18:00,Wfh
E0048,2024-07-22,,,Leave
E0048,2024-07-23,,,Absent
E0048,2024-07-24,,,Leave
E0048,2024-07-25,09:15,18:15,Present
E0048,2024-07-26,09:00,18:00,Present
E0048,2024-07-29,,,Absent
E0048,2024-07-30,09:10,18:10,Present
E0048,2024-07-31,09:15,18:00,Present
E0049,2024-07-01,09:00,18:30,Present
E0049,2024-07-02,10:00,18:15,Present
E0049,2024-07-03,,,Leave
E0049,2024-07-04,09:15,18:10,Present
E0049,2024-07-05,09:00,18:10,Present
E0049,2024-07-08,09:00,18:00,Wfh
E0049,2024-07-09,09:00,18:00,Present
E0049,2024-07-10,09:30,18:15,Present
E0049,2024-07-11,10:00,18:00,Present
E0049,2024-07-12,10:00,18:00,Present
E0049,2024-07-15,09:00,18:10,Present
E0049,2024-07-16,09:00,18:30,Wfh
E0049,2024-07-17,09:00,18:10,Wfh
E0049,2024-07-18,09:10,19:00,Present
E0049,2024-07-19,09:30,18:00,Present
E0049,2024-07-22,09:10,19:00,Present
E0049,2024-07-23,,,Leave
E0049,2024-07-24,09:00,18:00,Present
E0049,2024-07-25,,,Absent
E0049,2024-07-26,09:00,18:10,Present
E0049,2024-07-29,,,Absent
E0049,2024-07-30,10:00,19:00,Present
E0049,2024-07-31,09:10,19:00,Present
E0050,2024-07-01,09:10,18:00,Present
E0050,2024-07-02,09:10,19:00,Present
E0050,2024-07-03,10:00,18:00,Present
E0050,2024-07-04,09:00,18:00,Wfh
E0050,2024-07-05,,,Leave
E0050,2024-07-08,,,Absent
E0050,2024-07-09,09:10,18:00,Wfh
E0050,2024-07-10,,,Absent
E0050,2024-07-11,10:00,18:10,Present
E0050,2024-07-12,09:00,18:30,Present
E0050,2024-07-15,09:10,19:00,Present
E0050,2024-07-16,09:10,18:00,Present
E0050,2024-07-17,09:10,18:00,Present
E0050,2024-07-18,,,Leave
E0050,2024-07-19,,,Leave
E0050,2024-07-22,,,Absent
E0050,2024-07-23,09:00,19:00,Present
E0050,2024-07-24,09:00,18:00,Present
E0050,2024-07-25,09:00,19:00,Wfh
E0050,2024-07-26,09:15,18:30,Present
E0050,2024-07-29,,,Leave
E0050,2024-07-30,,,Absent
E0050,2024-07-31,,,Absent
E0051,2024-07-01,09:00,18:00,Present
E0051,2024-07-02,,,Leave
E0051,2024-07-03,10:00,18:10,Present
E0051,2024-07-04,10:00,18:30,Present
E0051,2024-07-05,,,Absent
E0051,2024-07-08,09:00,18:00,Present
E0051,2024-07-09,,,Leave
E0051,2024-07-10,,,Absent
E0051,2024-07-11,09:15,18:10,Present
E0051,2024-07-12,,,Absent
E0051,2024-07-15,09:10,18:10,Present
E0051,2024-07-16,,,Leave
E0051,2024-07-17,09:15,19:00,Present
E0051,2024-07-18,09:30,18:00,Present
E0051,2024-07-19,10:00,18:10,Wfh
E0051,2024-07-22,10:00,18:30,Present
E0051,2024-07-23,09:15,18:00,Present
E0051,2024-07-24,09:00,18:00,Wfh
E0051,2024-07-25,09:30,18:30,Wfh
E0051,2024-07-26,09:00,18:10,Present
E0051,2024-07-29,09:00,19:00,Wfh
E0051,2024-07-30,,,Leave
E0051,2024-07-31,09:15,18:15,Present
E0052,2024-07-01,09:15,19:00,Present
E0052,2024-07-02,09:00,18:30,Present
E0052,2024-07-03,10:00,19:00,Present
E0052,2024-07-04,09:10,18:30,Present
E0052,2024-07-05,09:30,18:10,Wfh
E0052,2024-07-08,09:00,18:00,Present
E0052,2024-07-09,09:30,18:00,Present
E0052,2024-07-10,09:15,18:00,Present
E0052,2024-07-11,,,Absent
E0052,2024-07-12,09:30,18:15,Present
E0052,2024-07-15,10:00,19:00,Present
E0052,2024-07-16,09:30,18:15,Present
E0052,2024-07-17,,,Absent
E0052,2024-07-18,,,Absent
E0052,2024-07-19,10:00,18:15,Present
E0052,2024-07-22,,,Absent
E0052,2024-07-23,09:30,18:15,Present
E0052,2024-07-24,10:00,18:00,Wfh
E0052 ,2024-07-25,09:00,18:00,Present
E0052,2024-07-26,,,Leave
E0052,2024-07-29,09:00,18:00,Present
E0052,2024-07-30,10:00,18:15,Present
E0052,2024-07-31,09:00,19:00,Present
E0053,2024-07-01,09:30,18:10,Present
E0053,2024-07-02,09:00,18:00,Present
E0053,2024-07-03,10:00,19:00,Present
E0053,2024-07-04,09:15,18:30,Present
E0053,2024-07-05,09:10,18:10,Wfh
E0053,2024-07-08,,,Absent
E0053,2024-07-09,09:30,18:00,Present
E0053,2024-07-10,10:00,18:30,Wfh
E0053,2024-07-11,09:30,18:15,Wfh
E0053,2024-07-12,,,Absent
E0053,2024-07-15,09:00,19:00,Wfh
E0053,2024-07-16,,,Leave
E0053,2024-07-17,,,Leave
E0053,2024-07-18,09:00,19:00,Present
E0053,2024-07-19,,,Absent
E0053,2024-07-22,09:15,18:00,Wfh
E0053,2024-07-23,,,Absent
E0053,2024-07-24,09:30,18:00,Wfh
E0053,2024-07-25,,,Leave
E0053,2024-07-26,09:00,18:10,Present
E0053,2024-07-29,10:00,18:30,Wfh
E0053,2024-07-30,,,Leave
E0053,2024-07-31,09:15,18:00,Present
E0054,2024-07-01,09:30,18:00,Wfh
E0054,2024-07-02,10:00,18:30,Present
E0054,2024-07-03,09:10,18:10,Present
E0054,2024-07-04,09:30,18:10,Present
E0054,2024-07-05,09:10,18:30,Present
E0054,2024-07-08,09:00,18:10,Present
E0054,2024-07-09,,,Leave
E0054,2024-07-10,,,Leave
E0054,2024-07-11,09:00,18:15,Wfh
E0054,2024-07-12,09:00,18:15,Present
E0054,2024-07-15,,,Leave
E0054,2024-07-16,09:15,18:00,Present
E0054,2024-07-17,09:00,18:30,Present
E0054,2024-07-18,09:10,18:30,Present
E0054,2024-07-19,09:10,18:00,Present
E0054,2024-07-22,09:00,19:00,Wfh
E0054,2024-07-23,09:30,18:10,Present
E0054,2024-07-24,,,Leave
E0054,2024-07-25,09:10,18:10,Present
E0054,2024-07-26,09:15,18:00,Present
E0054,2024-07-29,,,Absent
E0054,2024-07-30,09:10,18:00,Wfh
E0054,2024-07-31,,,Absent
E0055,2024-07-01,10:00,18:30,Present
E0055,2024-07-02,,,Absent
E0055,2024-07-03,09:10,19:00,Present
E0055,2024-07-04,09:30,19:00,Present
E0055,2024-07-05,,,Absent
E0055,2024-07-08,,,Leave
E0055,2024-07-09,09:10,18:30,Present
E0055,2024-07-10,09:00,18:10,Wfh
E0055,2024-07-11,09:10,18:30,Present
E0055,2024-07-12,10:00,18:30,Wfh
E0055,2024-07-15,09:10,18:00,Wfh
E0055,2024-07-16,,,Leave
E0055,2024-07-17,09:30,19:00,Present
E0055,2024-07-18,,,Absent
E0055,2024-07-19,09:30,18:10,Wfh
E0055,2024-07-22,,,Leave
E0055,2024-07-23,09:30,19:00,Present
E0055,2024-07-24,09:00,19:00,Wfh
E0055,2024-07-25,09:00,18:10,Present
E0055,2024-07-26,,,Leave
E0055,2024-07-29,10:00,18:30,Wfh
E0055,2024-07-30,09:10,18:10,Wfh
E0055,2024-07-31,,,Leave
E0056,2024-07-01,,,Leave
E0056,2024-07-02,,,Leave
E0056,2024-07-03,,,Leave
E0056,2024-07-04,09:30,18:10,Present
E0056,2024-07-05,,,Leave
E0056,2024-07-08,,,Leave
E0056,2024-07-09,09:10,18:00,Present
E0056,2024-07-10,,,Absent
E0056,2024-07-11,,,Absent
E0056,2024-07-12,09:00,18:15,Wfh
E0056,2024-07-15,09:15,18:00,Present
E0056,2024-07-16,,,Absent
E0056,2024-07-17,,,Leave
E0056,2024-07-18,,,Leave
E0056,2024-07-19,10:00,18:00,Present
E0056,2024-07-22,09:00,18:15,Present
E0056 ,2024-07-23,09:00,18:10,Present
E0056,2024-07-24,09:10,19:00,Wfh
E0056,2024-07-25,09:00,18:00,Present
E0056,2024-07-26,09:30,19:00,Wfh
E0056,2024-07-29,,,Absent
E0056,2024-07-30,09:15,18:00,Present
E0056,2024-07-31,,,Leave
E0057,2024-07-01,09:00,18:00,Present
E0057,2024-07-02,09:15,18:10,Present
E0057,2024-07-03,09:00,18:15,Wfh
E0057,2024-07-04,09:00,18:00,Present
E0057,2024-07-05,09:00,19:00,Present
E0057,2024-07-08,09:30,18:15,Present
E0057,2024-07-09,09:00,18:15,Present
E0057,2024-07-10,09:10,19:00,Wfh
E0057,2024-07-11,09:30,18:30,Present
E0057,2024-07-12,10:00,18:15,Present
E0057,2024-07-15,,,Leave
E0057,2024-07-16,09:30,18:10,Wfh
E0057,2024-07-17,10:00,18:15,Present
E0057,2024-07-18,09:00,18:10,Present
E0057,2024-07-19,09:10,18:10,Present
E0057,2024-07-22,,,Leave
E0057,2024-07-23,,,Leave
E0057,2024-07-24,,,Leave
E0057,2024-07-25,09:15,18:10,Wfh
E0057,2024-07-26,09:30,18:00,Present
E0057,2024-07-29,,,Leave
E0057,2024-07-30,10:00,18:15,Present
E0057,2024-07-31,09:00,18:00,Present
E0058,2024-07-01,09:00,18:00,Wfh
E0058,2024-07-02,10:00,18:10,Present
E0058,2024-07-03,,,Leave
E0058,2024-07-04,10:00,18:00,Present
E0058,2024-07-05,,,Absent
E0058,2024-07-08,09:10,18:00,Present
E0058,2024-07-09,09:00,19:00,Wfh
E0058,2024-07-10,,,Leave
E0058,2024-07-11,10:00,18:30,Present
E0058,2024-07-12,,,Absent
E0058,2024-07-15,,,Leave
E0058 ,2024-07-16,,,Absent
E0058,2024-07-17,09:00,18:00,Present
E0058,2024-07-18,09:30,19:00,Present
E0058,2024-07-19,,,Leave
E0058,2024-07-22,09:30,18:15,Present
E0058,2024-07-23,,,Leave
E0058,2024-07-24,,,Leave
E0058,2024-07-25,09:30,18:15,Wfh
E0058,2024-07-26,09:15,18:00,Present
E0058,2024-07-29,,,Leave
E0058,2024-07-30,09:00,18:30,Present
E0058,2024-07-31,09:10,18:30,Present
E0059,2024-07-01,09:15,18:00,Present
E0059,2024-07-02,09:30,18:15,Wfh
E0059,2024-07-03,,,Leave
E0059,2024-07-04,09:00,18:15,Present
E0059,2024-07-05,09:15,19:00,Wfh
E0059,2024-07-08,09:30,18:00,Wfh
E0059,2024-07-09,09:15,18:10,Present
E0059,2024-07-10,09:30,18:30,Present
E0059,2024-07-11,,,Absent
E0059,2024-07-12,09:30,18:00,Present
E0059,2024-07-15,,,Leave
E0059,2024-07-16,,,Absent
E0059,2024-07-17,09:00,18:10,Wfh
